Date,Open,High,Low,Close,Adj Close,Volume
2013-08-05,59.849998,60.459999,58.189999,60.119999,60.119999,119800
2013-08-06,60.290001,61.650002,59.180000,59.540001,59.540001,122500
2013-08-07,59.560001,60.700001,58.450001,59.599998,59.599998,108800
2013-08-08,60.880001,61.650002,59.500000,60.939999,60.939999,339300
2013-08-09,72.260002,74.250000,66.629997,67.820000,67.820000,1193100
2013-08-12,68.230003,73.650002,67.860001,72.699997,72.699997,505500
2013-08-13,73.260002,74.970001,68.570000,71.099998,71.099998,450600
2013-08-14,70.879997,71.889999,65.910004,66.989998,66.989998,381400
2013-08-15,65.769997,66.779999,64.279999,65.169998,65.169998,273100
2013-08-16,65.589996,68.589996,65.010002,66.570000,66.570000,330200
2013-08-19,66.730003,67.680000,64.519997,64.980003,64.980003,154300
2013-08-20,65.000000,65.750000,63.270000,63.830002,63.830002,213100
2013-08-21,64.000000,64.739998,63.000000,63.349998,63.349998,99900
2013-08-22,63.750000,64.320000,63.610001,64.000000,64.000000,123200
2013-08-23,64.199997,68.500000,63.139999,67.669998,67.669998,305400
2013-08-26,67.879997,69.889999,66.449997,68.370003,68.370003,297400
2013-08-27,67.410004,67.500000,65.800003,66.279999,66.279999,219000
2013-08-28,66.150002,68.489998,66.040001,68.070000,68.070000,242000
2013-08-29,68.250000,70.779999,67.690002,70.040001,70.040001,246400
2013-08-30,70.000000,74.330002,69.250000,72.309998,72.309998,623200
2013-09-03,72.989998,73.870003,70.529999,71.419998,71.419998,214000
2013-09-04,71.849998,75.220001,71.019997,74.199997,74.199997,292900
2013-09-05,74.599998,77.739998,72.669998,72.970001,72.970001,517100
2013-09-06,73.839996,73.930000,70.529999,70.690002,70.690002,397300
2013-09-09,71.379997,73.680000,70.910004,72.470001,72.470001,196800
2013-09-10,73.260002,75.059998,71.750000,74.750000,74.750000,353500
2013-09-11,74.779999,75.330002,71.910004,71.989998,71.989998,287600
2013-09-12,72.589996,73.550003,70.500000,73.110001,73.110001,259100
2013-09-13,73.669998,75.000000,72.430000,72.699997,72.699997,324800
2013-09-16,73.669998,74.699997,71.699997,71.959999,71.959999,223900
2013-09-17,72.239998,72.519997,70.650002,72.099998,72.099998,202800
2013-09-18,73.000000,73.290001,71.440002,72.820000,72.820000,164600
2013-09-19,73.279999,74.500000,73.230003,74.059998,74.059998,234400
2013-09-20,74.500000,75.900002,73.040001,73.040001,73.040001,587500
2013-09-23,73.040001,73.040001,68.300003,72.809998,72.809998,549600
2013-09-24,72.360001,73.629997,70.709999,71.889999,71.889999,117200
2013-09-25,71.800003,72.680000,70.639999,71.860001,71.860001,101600
2013-09-26,72.419998,72.919998,71.150002,72.519997,72.519997,107000
2013-09-27,72.379997,72.379997,68.750000,69.230003,69.230003,297500
2013-09-30,67.589996,71.900002,67.089996,71.239998,71.239998,246800
2013-10-01,71.000000,72.500000,70.199997,71.440002,71.440002,116700
2013-10-02,71.000000,73.300003,70.559998,73.080002,73.080002,150700
2013-10-03,73.000000,73.449997,70.889999,71.099998,71.099998,146200
2013-10-04,71.349998,71.349998,70.000000,70.410004,70.410004,153900
2013-10-07,69.699997,72.000000,69.180000,70.279999,70.279999,145000
2013-10-08,70.430000,71.269997,67.059998,67.559998,67.559998,356800
2013-10-09,67.910004,68.160004,66.000000,66.339996,66.339996,217000
2013-10-10,67.529999,69.000000,66.150002,66.320000,66.320000,339300
2013-10-11,66.730003,67.669998,64.760002,66.500000,66.500000,289000
2013-10-14,66.000000,66.860001,64.739998,66.690002,66.690002,215100
2013-10-15,66.860001,66.860001,64.110001,64.739998,64.739998,273200
2013-10-16,64.870003,68.000000,64.290001,67.830002,67.830002,336300
2013-10-17,67.449997,68.510002,65.500000,68.419998,68.419998,209000
2013-10-18,69.040001,69.169998,67.650002,67.809998,67.809998,158600
2013-10-21,68.220001,68.220001,65.510002,65.980003,65.980003,162600
2013-10-22,66.139999,66.300003,62.630001,63.410000,63.410000,433200
2013-10-23,62.950001,62.950001,59.500000,60.930000,60.930000,570900
2013-10-24,61.000000,65.370003,60.750000,64.209999,64.209999,397300
2013-10-25,63.990002,63.990002,62.400002,63.660000,63.660000,337600
2013-10-28,64.000000,64.000000,60.509998,63.209999,63.209999,663800
2013-10-29,69.449997,70.000000,63.099998,65.449997,65.449997,1155400
2013-10-30,65.309998,66.589996,63.250000,64.160004,64.160004,468000
2013-10-31,62.450001,64.000000,60.950001,61.459999,61.459999,2709400
2013-11-01,61.250000,61.750000,59.020000,59.520000,59.520000,1295000
2013-11-04,59.250000,60.419998,58.959999,60.000000,60.000000,1128400
2013-11-05,61.000000,64.440002,60.849998,64.000000,64.000000,2189300
2013-11-06,63.919998,65.489998,63.500000,65.129997,65.129997,1953200
2013-11-07,65.730003,66.389999,63.189999,64.000000,64.000000,5220900
2013-11-08,64.699997,65.099998,63.520000,64.449997,64.449997,1336800
2013-11-11,64.279999,64.699997,63.299999,64.199997,64.199997,793300
2013-11-12,64.209999,64.300003,62.770000,63.799999,63.799999,697700
2013-11-13,64.059998,65.940002,63.650002,65.230003,65.230003,1161500
2013-11-14,65.150002,65.989998,63.590000,65.570000,65.570000,1519600
2013-11-15,65.389999,66.500000,65.209999,65.290001,65.290001,1144400
2013-11-18,65.110001,65.680000,61.400002,61.730000,61.730000,1392900
2013-11-19,61.990002,62.360001,60.049999,60.709999,60.709999,989500
2013-11-20,60.880001,61.900002,60.520000,60.779999,60.779999,349400
2013-11-21,61.240002,62.139999,61.009998,62.020000,62.020000,362900
2013-11-22,62.590000,63.810001,62.000000,63.630001,63.630001,619800
2013-11-25,63.500000,64.209999,61.930000,62.520000,62.520000,363100
2013-11-26,62.180000,64.519997,61.700001,64.480003,64.480003,866800
2013-11-27,62.910000,66.500000,62.910000,65.889999,65.889999,735900
2013-11-29,65.800003,66.489998,65.000000,65.540001,65.540001,333100
2013-12-02,64.629997,65.870003,63.619999,64.239998,64.239998,528500
2013-12-03,63.910000,66.169998,63.669998,65.610001,65.610001,451800
2013-12-04,65.150002,67.349998,64.739998,66.519997,66.519997,691200
2013-12-05,66.070000,66.900002,66.029999,66.639999,66.639999,292300
2013-12-06,66.779999,66.900002,65.459999,66.290001,66.290001,663200
2013-12-09,66.239998,66.900002,65.199997,65.709999,65.709999,518500
2013-12-10,65.690002,66.820000,65.690002,66.250000,66.250000,206100
2013-12-11,66.269997,66.269997,64.459999,65.440002,65.440002,269700
2013-12-12,65.320000,65.720001,64.650002,65.580002,65.580002,269600
2013-12-13,65.529999,66.300003,64.599998,65.290001,65.290001,307800
2013-12-16,64.660004,65.699997,64.410004,64.709999,64.709999,326400
2013-12-17,64.809998,66.639999,64.470001,65.519997,65.519997,453000
2013-12-18,65.209999,65.949997,62.849998,65.300003,65.300003,495700
2013-12-19,66.000000,66.000000,65.010002,65.139999,65.139999,432700
2013-12-20,65.730003,67.000000,64.419998,66.099998,66.099998,867500
2013-12-23,66.099998,68.220001,65.800003,67.930000,67.930000,474200
2013-12-24,67.849998,68.720001,67.260002,68.610001,68.610001,80800
2013-12-26,68.660004,68.930000,67.150002,67.699997,67.699997,191600
2013-12-27,67.910004,68.099998,66.629997,67.599998,67.599998,209300
2013-12-30,67.720001,68.180000,67.010002,67.650002,67.650002,254100
2013-12-31,67.220001,68.959999,66.879997,68.930000,68.930000,318100
2014-01-02,68.669998,69.800003,67.610001,68.440002,68.440002,502900
2014-01-03,68.860001,69.150002,66.190002,68.610001,68.610001,315600
2014-01-06,68.959999,69.589996,68.260002,68.540001,68.540001,319400
2014-01-07,68.650002,71.779999,68.650002,71.150002,71.150002,695900
2014-01-08,70.669998,71.400002,69.040001,70.760002,70.760002,389100
2014-01-09,71.279999,71.470001,68.180000,68.599998,68.599998,286800
2014-01-10,69.120003,71.150002,68.160004,70.720001,70.720001,328000
2014-01-13,70.870003,70.870003,68.040001,68.379997,68.379997,299500
2014-01-14,68.940002,70.250000,68.129997,69.320000,69.320000,211800
2014-01-15,69.750000,71.419998,69.660004,71.180000,71.180000,440600
2014-01-16,71.150002,74.449997,71.120003,73.570000,73.570000,768000
2014-01-17,73.529999,73.839996,72.050003,72.570000,72.570000,368000
2014-01-21,73.930000,75.690002,71.910004,75.339996,75.339996,811900
2014-01-22,75.589996,78.339996,75.290001,77.580002,77.580002,687100
2014-01-23,78.000000,79.889999,76.269997,78.529999,78.529999,780000
2014-01-24,77.839996,78.750000,74.099998,74.930000,74.930000,721600
2014-01-27,75.010002,75.440002,72.400002,73.500000,73.500000,474600
2014-01-28,74.000000,76.750000,73.519997,75.599998,75.599998,556500
2014-01-29,77.000000,77.980003,74.339996,75.269997,75.269997,634000
2014-01-30,76.570000,80.129997,75.849998,79.820000,79.820000,685500
2014-01-31,78.559998,82.330002,77.849998,80.820000,80.820000,722300
2014-02-03,80.970001,81.970001,76.290001,78.949997,78.949997,955100
2014-02-04,79.250000,80.400002,76.290001,79.430000,79.430000,1800000
2014-02-05,91.779999,95.750000,89.000000,89.610001,89.610001,4398100
2014-02-06,88.849998,90.379997,87.099998,88.589996,88.589996,1390300
2014-02-07,88.050003,90.000000,86.900002,89.970001,89.970001,1911300
2014-02-10,90.000000,91.000000,87.489998,89.489998,89.489998,1095800
2014-02-11,89.739998,95.000000,88.809998,94.589996,94.589996,1349200
2014-02-12,94.959999,96.900002,91.419998,92.459999,92.459999,1143300
2014-02-13,93.440002,97.989998,92.599998,97.570000,97.570000,1688200
2014-02-14,96.769997,98.610001,95.769997,97.930000,97.930000,725600
2014-02-18,98.139999,98.400002,96.300003,96.589996,96.589996,545900
2014-02-19,96.180000,96.900002,93.099998,94.379997,94.379997,785800
2014-02-20,94.699997,97.430000,94.389999,97.129997,97.129997,813800
2014-02-21,98.000000,100.730003,97.459999,100.050003,100.050003,1444500
2014-02-24,99.949997,100.400002,98.190002,98.730003,98.730003,962400
2014-02-25,99.000000,101.709999,98.440002,100.279999,100.279999,734700
2014-02-26,101.860001,102.370003,97.080002,98.260002,98.260002,941200
2014-02-27,96.500000,97.529999,94.000000,97.000000,97.000000,2343700
2014-02-28,97.000000,99.400002,90.970001,94.339996,94.339996,1840800
2014-03-03,93.230003,96.779999,92.209999,95.570000,95.570000,1110000
2014-03-04,97.959999,97.959999,96.260002,97.239998,97.239998,1057200
2014-03-05,95.500000,95.800003,93.099998,94.349998,94.349998,1169500
2014-03-06,94.440002,96.629997,93.779999,94.330002,94.330002,942400
2014-03-07,94.580002,95.500000,90.110001,90.839996,90.839996,1387600
2014-03-10,90.139999,93.690002,89.459999,90.879997,90.879997,1002000
2014-03-11,91.050003,93.080002,90.019997,91.050003,91.050003,1017000
2014-03-12,90.010002,91.849998,88.230003,90.650002,90.650002,1304500
2014-03-13,90.570000,93.599998,88.480003,89.150002,89.150002,1074900
2014-03-14,88.730003,91.230003,88.519997,90.309998,90.309998,1014900
2014-03-17,91.230003,92.000000,86.699997,90.459999,90.459999,1159100
2014-03-18,91.620003,92.970001,89.360001,92.040001,92.040001,997200
2014-03-19,92.150002,92.389999,87.820000,89.220001,89.220001,1090300
2014-03-20,88.449997,91.430000,88.129997,90.019997,90.019997,1642100
2014-03-21,89.250000,90.680000,83.290001,83.290001,83.290001,5519200
2014-03-24,84.139999,84.139999,77.110001,79.419998,79.419998,3999300
2014-03-25,79.470001,80.440002,74.250000,74.879997,74.879997,3436400
2014-03-26,75.519997,76.250000,72.199997,74.239998,74.239998,2209900
2014-03-27,74.180000,76.410004,72.050003,73.860001,73.860001,2159500
2014-03-28,74.250000,76.199997,73.449997,76.199997,76.199997,2760200
2014-03-31,76.209999,78.000000,75.519997,76.080002,76.080002,1537000
2014-04-01,78.349998,81.279999,76.989998,81.180000,81.180000,2757400
2014-04-02,81.449997,82.099998,77.400002,77.739998,77.739998,1601900
2014-04-03,77.760002,77.989998,70.970001,71.809998,71.809998,2227500
2014-04-04,72.900002,73.980003,69.050003,71.120003,71.120003,2969300
2014-04-07,70.099998,71.650002,66.169998,69.519997,69.519997,2390300
2014-04-08,69.720001,71.529999,68.199997,68.470001,68.470001,1434500
2014-04-09,69.209999,73.720001,69.169998,72.870003,72.870003,1735200
2014-04-10,71.930000,72.269997,63.900002,65.519997,65.519997,2693800
2014-04-11,63.779999,66.050003,63.000000,63.169998,63.169998,1676800
2014-04-14,63.889999,67.139999,63.360001,64.379997,64.379997,1165600
2014-04-15,64.489998,65.910004,61.720001,63.480000,63.480000,1732100
2014-04-16,64.400002,65.150002,61.880001,64.010002,64.010002,1682700
2014-04-17,64.000000,65.680000,62.529999,64.680000,64.680000,1164100
2014-04-21,65.070000,65.260002,62.820000,63.610001,63.610001,737200
2014-04-22,63.849998,68.629997,63.529999,67.000000,67.000000,2190800
2014-04-23,67.099998,67.099998,63.099998,63.330002,63.330002,1257800
2014-04-24,63.590000,63.970001,56.970001,59.939999,59.939999,2800700
2014-04-25,59.090000,60.340000,55.880001,56.230000,56.230000,2033800
2014-04-28,56.360001,57.820000,53.700001,55.750000,55.750000,2150900
2014-04-29,56.020000,57.450001,53.639999,56.650002,56.650002,3088600
2014-04-30,56.340000,56.340000,54.599998,55.270000,55.270000,1441200
2014-05-01,55.709999,59.580002,55.320000,58.320000,58.320000,3025700
2014-05-02,58.570000,59.209999,56.369999,58.459999,58.459999,2487400
2014-05-05,57.700001,59.080002,57.049999,57.990002,57.990002,3870800
2014-05-06,61.980000,62.950001,56.599998,58.020000,58.020000,8200700
2014-05-07,58.730000,59.000000,52.820000,56.360001,56.360001,4382900
2014-05-08,55.439999,57.980000,53.139999,55.209999,55.209999,3186000
2014-05-09,54.930000,56.189999,53.139999,55.000000,55.000000,2479300
2014-05-12,55.000000,58.090000,54.270000,57.849998,57.849998,2257500
2014-05-13,57.700001,58.099998,53.880001,54.130001,54.130001,3262900
2014-05-14,53.599998,57.000000,53.400002,54.779999,54.779999,2307700
2014-05-15,54.750000,55.110001,52.020000,54.389999,54.389999,2524200
2014-05-16,54.610001,54.869999,52.750000,54.610001,54.610001,1520100
2014-05-19,54.340000,58.189999,54.029999,57.660000,57.660000,2763300
2014-05-20,57.639999,59.580002,55.580002,57.110001,57.110001,2504200
2014-05-21,57.389999,57.959999,54.360001,57.880001,57.880001,3186000
2014-05-22,57.990002,59.680000,56.799999,58.630001,58.630001,1861000
2014-05-23,58.689999,60.770000,56.939999,60.599998,60.599998,1573500
2014-05-27,61.290001,64.379997,61.080002,62.849998,62.849998,2679500
2014-05-28,63.990002,64.000000,61.110001,62.020000,62.020000,2157600
2014-05-29,62.459999,62.700001,60.680000,61.500000,61.500000,1194700
2014-05-30,60.849998,61.180000,57.160000,58.040001,58.040001,2068700
2014-06-02,57.740002,58.459999,56.360001,58.090000,58.090000,1786200
2014-06-03,57.889999,58.029999,55.799999,56.169998,56.169998,1496400
2014-06-04,55.540001,58.259998,55.430000,56.959999,56.959999,1570700
2014-06-05,56.880001,59.980000,56.060001,59.779999,59.779999,1614700
2014-06-06,60.000000,62.099998,59.549999,61.709999,61.709999,1556700
2014-06-09,61.320000,62.480000,60.119999,61.900002,61.900002,1199000
2014-06-10,61.650002,63.070000,60.849998,61.360001,61.360001,644400
2014-06-11,61.400002,64.830002,61.299999,63.959999,63.959999,2132600
2014-06-12,63.270000,65.260002,62.799999,63.419998,63.419998,1026900
2014-06-13,63.790001,64.480003,62.610001,64.139999,64.139999,819800
2014-06-16,64.050003,66.440002,63.759998,66.230003,66.230003,1318600
2014-06-17,66.459999,66.900002,65.139999,65.580002,65.580002,975400
2014-06-18,66.000000,68.139999,64.599998,67.690002,67.690002,1025900
2014-06-19,68.199997,69.209999,66.639999,67.529999,67.529999,1127200
2014-06-20,67.739998,67.769997,65.629997,67.000000,67.000000,1456000
2014-06-23,67.290001,69.419998,66.680000,69.309998,69.309998,1940900
2014-06-24,68.589996,70.959999,68.349998,69.889999,69.889999,1518700
2014-06-25,69.330002,70.680000,68.860001,70.209999,70.209999,1018200
2014-06-26,70.050003,71.629997,69.430000,70.639999,70.639999,951200
2014-06-27,70.330002,71.029999,69.110001,70.000000,70.000000,2662000
2014-06-30,70.230003,71.680000,69.860001,71.330002,71.330002,1076600
2014-07-01,71.730003,73.870003,71.199997,72.139999,72.139999,1593000
2014-07-02,72.190002,72.959999,71.309998,71.889999,71.889999,633600
2014-07-03,71.680000,71.980003,68.699997,69.139999,69.139999,1005200
2014-07-07,68.669998,69.690002,66.910004,67.239998,67.239998,1243700
2014-07-08,66.910004,67.000000,60.230000,60.419998,60.419998,3181900
2014-07-09,60.910000,62.389999,59.740002,61.430000,61.430000,1710800
2014-07-10,58.849998,61.759998,58.279999,60.959999,60.959999,1315400
2014-07-11,60.889999,61.910000,60.750000,61.020000,61.020000,577900
2014-07-14,61.669998,64.570000,61.599998,63.790001,63.790001,1245300
2014-07-15,63.849998,64.230003,60.700001,61.049999,61.049999,1262100
2014-07-16,61.599998,62.090000,60.500000,61.000000,61.000000,682000
2014-07-17,60.500000,61.349998,59.340000,59.680000,59.680000,1215800
2014-07-18,60.759998,61.299999,59.549999,59.689999,59.689999,1097000
2014-07-21,59.950001,61.290001,59.689999,60.930000,60.930000,757700
2014-07-22,61.380001,62.810001,61.259998,61.619999,61.619999,603300
2014-07-23,62.389999,62.619999,61.169998,62.439999,62.439999,509600
2014-07-24,62.389999,64.190002,62.299999,63.980000,63.980000,520300
2014-07-25,64.339996,65.889999,64.290001,64.800003,64.800003,986700
2014-07-28,64.800003,65.139999,63.840000,64.540001,64.540001,677900
2014-07-29,64.699997,65.570000,64.160004,64.720001,64.720001,597100
2014-07-30,65.269997,68.059998,65.000000,67.639999,67.639999,1855600
2014-07-31,67.000000,67.250000,64.000000,65.000000,65.000000,2073200
2014-08-01,67.889999,67.889999,60.529999,61.939999,61.939999,3907300
2014-08-04,62.130001,63.660000,61.220001,63.419998,63.419998,1504600
2014-08-05,62.500000,62.950001,61.320000,62.520000,62.520000,1156700
2014-08-06,61.590000,62.730000,60.860001,61.340000,61.340000,1108900
2014-08-07,62.070000,62.070000,60.450001,61.310001,61.310001,855700
